benchmark,input,seed,config,evidence_level,cycles,instructions,ipc,cache_misses,memory_stalls,speedup_vs_no_prefetch,speedup_vs_best_baseline,status,notes
long_pointer_chains,small,3,simple_pointer_chase,cycle_model,4428,2688,0.60704607,1,80,2.081301,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,small,3,copper,cycle_model,9216,2688,0.29166667,64,5120,1.000000,0.480469,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,small,3,no_prefetch,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,3,next_line,cycle_model,3788,896,0.23653643,33,2640,1.621964,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,3,stride,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,3,simple_pointer_chase,cycle_model,3788,896,0.23653643,33,2640,1.621964,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,small,3,copper,cycle_model,6144,896,0.14583333,64,5120,1.000000,0.616536,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,small,3,no_prefetch,cycle_model,6752,1440,0.21327014,64,5120,1.000000,0.639810,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,small,3,next_line,cycle_model,4396,1440,0.32757052,33,2640,1.535942,0.982712,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,small,3,stride,cycle_model,6752,1440,0.21327014,64,5120,1.000000,0.639810,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,small,3,simple_pointer_chase,cycle_model,4320,1440,0.33333333,32,2560,1.562963,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,small,3,copper,cycle_model,6752,1440,0.21327014,64,5120,1.000000,0.639810,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
patricia,small,3,no_prefetch,cycle_model,2368,832,0.35135135,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,small,3,next_line,cycle_model,2368,832,0.35135135,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,small,3,stride,cycle_model,2368,832,0.35135135,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,small,3,simple_pointer_chase,cycle_model,2368,832,0.35135135,2,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,small,3,copper,cycle_model,2368,832,0.35135135,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,medium,3,no_prefetch,cycle_model,18048,6912,0.38297872,96,7680,1.000000,0.599956,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,medium,3,next_line,cycle_model,39936,6912,0.17307692,384,30720,0.451923,0.271134,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,medium,3,stride,cycle_model,17212,6912,0.40158029,85,6800,1.048571,0.629096,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,medium,3,simple_pointer_chase,cycle_model,10828,6912,0.63834503,1,80,1.666790,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,medium,3,copper,cycle_model,18048,6912,0.38297872,96,7680,1.000000,0.599956,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,medium,3,no_prefetch,cycle_model,6960,2208,0.31724138,48,3840,1.000000,0.486782,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,medium,3,next_line,cycle_model,6960,2208,0.31724138,48,3840,1.000000,0.486782,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,medium,3,stride,cycle_model,6960,2208,0.31724138,48,3840,1.000000,0.486782,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,medium,3,simple_pointer_chase,cycle_model,3388,2208,0.65171192,1,80,2.054309,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,medium,3,copper,cycle_model,6960,2208,0.31724138,48,3840,1.000000,0.486782,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
hash_table_chaining,medium,3,no_prefetch,cycle_model,16992,8064,0.47457627,72,5760,1.000000,0.731638,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,medium,3,next_line,cycle_model,18132,8064,0.44473858,87,6960,0.937128,0.685639,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,medium,3,stride,cycle_model,13952,8064,0.57798165,32,2560,1.217890,0.891055,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,medium,3,simple_pointer_chase,cycle_model,12432,8064,0.64864865,12,960,1.366795,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,medium,3,copper,cycle_model,16992,8064,0.47457627,72,5760,1.000000,0.731638,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,medium,3,no_prefetch,cycle_model,5644,1280,0.22678951,49,3920,1.000000,0.757619,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,medium,3,next_line,cycle_model,5644,1280,0.22678951,49,3920,1.000000,0.757619,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,medium,3,stride,cycle_model,4580,1280,0.27947598,35,2800,1.232314,0.933624,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,medium,3,simple_pointer_chase,cycle_model,4276,1280,0.29934518,31,2480,1.319925,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,medium,3,copper,cycle_model,5644,1280,0.22678951,49,3920,1.000000,0.757619,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,medium,3,no_prefetch,cycle_model,4672,2496,0.53424658,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,medium,3,next_line,cycle_model,4672,2496,0.53424658,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,medium,3,stride,cycle_model,4672,2496,0.53424658,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,medium,3,simple_pointer_chase,cycle_model,4672,2496,0.53424658,4,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,medium,3,copper,cycle_model,4672,2496,0.53424658,16,1280,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,medium,3,no_prefetch,cycle_model,16896,1920,0.11363636,192,15360,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,medium,3,next_line,cycle_model,16896,1920,0.11363636,1,15360,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,medium,3,stride,cycle_model,16896,1920,0.11363636,3,15360,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,medium,3,simple_pointer_chase,cycle_model,16896,1920,0.11363636,192,15360,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
array_scan,medium,3,copper,cycle_model,16896,1920,0.11363636,192,15360,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,medium,3,no_prefetch,cycle_model,12384,1296,0.10465116,144,11520,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,medium,3,next_line,cycle_model,12384,1296,0.10465116,1,11520,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,medium,3,stride,cycle_model,12384,1296,0.10465116,3,11520,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,medium,3,simple_pointer_chase,cycle_model,12384,1296,0.10465116,144,11520,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
matrix_or_array_loop,medium,3,copper,cycle_model,12384,1296,0.10465116,144,11520,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,3,no_prefetch,cycle_model,12512,6336,0.50639386,8,640,1.000000,0.957481,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,3,next_line,cycle_model,11980,6336,0.52888147,1,80,1.044407,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,3,stride,cycle_model,12132,6336,0.52225519,3,240,1.031322,0.987471,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,3,simple_pointer_chase,cycle_model,12512,6336,0.50639386,8,640,1.000000,0.957481,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
compute_heavy_low_memory,medium,3,copper,cycle_model,12512,6336,0.50639386,8,640,1.000000,0.957481,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
random_non_pointer_access,medium,3,no_prefetch,cycle_model,8260,1056,0.12784504,91,7280,1.000000,0.953995,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,3,next_line,cycle_model,7880,1056,0.13401015,86,6880,1.048223,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,3,stride,cycle_model,8260,1056,0.12784504,91,7280,1.000000,0.953995,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,3,simple_pointer_chase,cycle_model,8260,1056,0.12784504,91,7280,1.000000,0.953995,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
random_non_pointer_access,medium,3,copper,cycle_model,8260,1056,0.12784504,91,7280,1.000000,0.953995,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
short_pointer_chains,medium,3,no_prefetch,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,3,next_line,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,3,stride,cycle_model,4512,2112,0.46808511,23,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,3,simple_pointer_chase,cycle_model,4512,2112,0.46808511,1,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
short_pointer_chains,medium,3,copper,cycle_model,4512,2112,0.46808511,24,1920,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,3,no_prefetch,cycle_model,42240,8064,0.19090909,384,30720,1.000000,0.312689,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,3,next_line,cycle_model,42240,8064,0.19090909,384,30720,1.000000,0.312689,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,3,stride,cycle_model,37984,8064,0.21229992,328,26240,1.112047,0.347725,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,3,simple_pointer_chase,cycle_model,13208,8064,0.61053907,2,160,3.198062,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
long_pointer_chains,medium,3,copper,cycle_model,27724,8064,0.29086712,193,15440,1.523590,0.476410,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
mixed_pointer_array,medium,3,no_prefetch,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,3,next_line,cycle_model,11212,2688,0.23974313,97,7760,1.643953,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,3,stride,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,3,simple_pointer_chase,cycle_model,11212,2688,0.23974313,97,7760,1.643953,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
mixed_pointer_array,medium,3,copper,cycle_model,18432,2688,0.14583333,192,15360,1.000000,0.608290,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
noisy_allocation_pattern,medium,3,no_prefetch,cycle_model,25120,4320,0.17197452,256,20480,1.000000,0.739809,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,3,next_line,cycle_model,27628,4320,0.15636311,289,23120,0.909223,0.672651,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,3,stride,cycle_model,25728,4320,0.16791045,256,21120,0.976368,0.722326,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,3,simple_pointer_chase,cycle_model,18584,4320,0.23245803,93,13600,1.351700,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
noisy_allocation_pattern,medium,3,copper,cycle_model,25120,4320,0.17197452,193,20480,1.000000,0.739809,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
patricia,medium,3,no_prefetch,cycle_model,4824,2496,0.51741294,18,1440,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,3,next_line,cycle_model,4824,2496,0.51741294,18,1440,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,3,stride,cycle_model,4824,2496,0.51741294,18,1440,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,3,simple_pointer_chase,cycle_model,4824,2496,0.51741294,3,1440,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
patricia,medium,3,copper,cycle_model,4824,2496,0.51741294,18,1440,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,3,no_prefetch,cycle_model,79872,13824,0.17307692,768,61440,1.000000,0.273037,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,3,next_line,cycle_model,79872,13824,0.17307692,768,61440,1.000000,0.273037,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,3,stride,cycle_model,71360,13824,0.19372197,656,52480,1.119283,0.305605,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,3,simple_pointer_chase,cycle_model,21808,13824,0.63389582,4,320,3.662509,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
linked_list,large,3,copper,cycle_model,36324,13824,0.38057483,195,15600,2.198877,0.600374,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
tree_traversal,large,3,no_prefetch,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,3,next_line,cycle_model,28512,4416,0.15488215,288,23040,0.488215,0.234989,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,3,stride,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,3,simple_pointer_chase,cycle_model,6700,4416,0.65910448,1,80,2.077612,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
tree_traversal,large,3,copper,cycle_model,13920,4416,0.31724138,96,7680,1.000000,0.481322,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
hash_table_chaining,large,3,no_prefetch,cycle_model,41736,16128,0.38642898,246,19680,1.000000,0.626701,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,3,next_line,cycle_model,77760,16128,0.20740741,720,57600,0.536728,0.336368,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,3,stride,cycle_model,31096,16128,0.51865192,106,8480,1.342166,0.841137,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,3,simple_pointer_chase,cycle_model,26156,16128,0.61660804,41,3280,1.595657,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
hash_table_chaining,large,3,copper,cycle_model,35276,16128,0.45719469,161,12880,1.183127,0.741467,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
graph_adjacency_walk,large,3,no_prefetch,cycle_model,6860,1280,0.18658892,65,5200,1.000000,0.711953,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,3,next_line,cycle_model,6860,1280,0.18658892,65,5200,1.000000,0.711953,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,3,stride,cycle_model,5796,1280,0.22084196,51,4080,1.183575,0.842650,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,3,simple_pointer_chase,cycle_model,4884,1280,0.26208026,39,3120,1.404586,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
graph_adjacency_walk,large,3,copper,cycle_model,6860,1280,0.18658892,65,5200,1.000000,0.711953,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting. COPPER is slower than the best baseline on this row; regression is retained."
branchy_pointer_chains,large,3,no_prefetch,cycle_model,10408,4992,0.47963105,46,3680,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,3,next_line,cycle_model,10408,4992,0.47963105,46,3680,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
branchy_pointer_chains,large,3,stride,cycle_model,10408,4992,0.47963105,46,3680,1.000000,1.000000,PASS,"Deterministic cycle_model with cache hit/miss latency, memory latency, prefetch-return latency, outstanding prefetch queue, lateness, and demand/prefetch traffic accounting."
